2025-10-07 14:55:49,DNN,1.719,1,0.811,0,152.02,146.93,alumbrado
2025-10-07 14:55:49,HAAR,3.206,1,0.5,0,152.02,146.93,alumbrado
2025-10-07 14:55:49,HOG,0.115,0,0,1.135,152.02,146.93,alumbrado
